id,awb,courier,date,weight,zone,amount,cod,status
4090927,7D135996860,DTDC,2026-08-06,2.0,Madhya Pradesh,66.08,0.0,in_transit
4090930,26022370056460,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4090933,DBTP0000027605,Ekart Logistics,2026-08-06,1.0,Kerala,37.76,0.0,in_transit
4090936,31150410372562,Delhivery,2026-08-06,3.0,West Bengal,84.96,0.0,in_transit
4090939,500623283447,Trackon,2026-08-06,0.5,Uttar Pradesh,31.86,0.0,pending
4090942,26022370056463,Shree Maruti,2026-08-06,0.07,Gujarat,23.6,0.0,in_transit
4090945,77111876041,BlueDart,2026-08-06,0.5,West Bengal,34.69,0.0,delivered
4090948,7D135996847,DTDC,2026-08-06,2.0,Bihar,66.08,0.0,in_transit
4090951,500704171091,Trackon,2026-08-06,3.0,Punjab,54.28,0.0,in_transit
4090954,77111877522,BlueDart,2026-08-06,1.0,Madhya Pradesh,43.37,0.0,delivered
4090956,77111877555,BlueDart,2026-08-06,0.25,Bihar,34.69,0.0,delivered
4090959,77111877603,BlueDart,2026-08-06,0.18,Gujarat,34.69,0.0,delivered
4090962,DBLP0000033435,Ekart Logistics,2026-08-06,30.0,Assam,539.26,0.0,pending
4090965,77111877791,BlueDart,2026-08-06,0.04,Maharashtra,34.69,0.0,delivered
4090968,26022370056474,Shree Maruti,2026-08-06,0.07,Gujarat,23.6,0.0,delivered
4090971,DBLP0000033439,Ekart Logistics,2026-08-06,9.0,Karnataka,167.56,0.0,in_transit
4090974,26022370056476,Shree Maruti,2026-08-06,0.5,Gujarat,23.6,0.0,delivered
4090977,77111877861,BlueDart,2026-08-06,0.08,Bihar,34.69,0.0,in_transit
4090980,77111877883,BlueDart,2026-08-06,0.5,Kerala,34.69,0.0,pending
4090983,DBTP0000027601,Ekart Logistics,2026-08-06,1.0,Haryana,37.76,0.0,in_transit
4090986,77111877916,BlueDart,2026-08-06,0.04,Maharashtra,34.69,0.0,in_transit
4090989,77111879364,BlueDart,2026-08-06,0.25,Telangana,34.69,0.0,delivered
4090992,26022370056499,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,pending
4090995,77111879386,BlueDart,2026-08-06,0.25,Odisha,34.69,0.0,in_transit
4090998,500623283348,Trackon,2026-08-06,0.5,Maharashtra,31.86,0.0,delivered
4091001,77111879412,BlueDart,2026-08-06,0.25,Odisha,34.69,0.0,in_transit
4091004,DBLP0000033457,Ekart Logistics,2026-08-06,4.0,Madhya Pradesh,79.06,0.0,delivered
4091007,77111879434,BlueDart,2026-08-06,0.25,Delhi,34.69,0.0,delivered
4091010,77111879445,BlueDart,2026-08-06,0.18,Kerala,34.69,0.0,discrepancy
4091013,7D135996888,DTDC,2026-08-06,2.0,Uttar Pradesh,66.08,0.0,in_transit
4091016,DBLP0000033461,Ekart Logistics,2026-08-06,4.0,Maharashtra,79.06,0.0,delivered
4091019,284931170997465,ShipRocket,2026-08-06,0.25,Maharashtra,29.5,0.0,delivered
4091022,77111879493,BlueDart,2026-08-06,1.0,Maharashtra,43.37,0.0,delivered
4091025,77111879504,BlueDart,2026-08-06,0.21,Maharashtra,34.69,0.0,delivered
4091028,77111880123,BlueDart,2026-08-06,0.25,Delhi,34.69,0.0,delivered
4091031,7D135996872,DTDC,2026-08-06,3.0,Maharashtra,79.06,0.0,delivered
4091034,77111880156,BlueDart,2026-08-06,0.5,Maharashtra,34.69,0.0,delivered
4091037,DBTP0000027631,Ekart Logistics,2026-08-06,1.5,Jharkhand,37.76,0.0,in_transit
4091040,DBLP0000033471,Ekart Logistics,2026-08-06,6.0,Uttar Pradesh,114.46,0.0,in_transit
4091043,DBLP0000033473,Ekart Logistics,2026-08-06,9.0,Uttarakhand,167.56,0.0,delivered
4091046,DBTP0000027632,Ekart Logistics,2026-08-06,1.5,Andhra Pradesh,37.76,0.0,in_transit
4091049,77111880241,BlueDart,2026-08-06,0.21,Haryana,34.69,0.0,delivered
4091052,DBTP0000027634,Ekart Logistics,2026-08-06,1.0,Telangana,37.76,0.0,delivered
4091055,77111880263,BlueDart,2026-08-06,0.25,Maharashtra,34.69,0.0,delivered
4091058,DBTP0000027635,Ekart Logistics,2026-08-06,1.0,Delhi,37.76,0.0,delivered
4091061,77111881604,BlueDart,2026-08-06,0.25,Punjab,34.69,0.0,delivered
4091064,77111881626,BlueDart,2026-08-06,1.0,Delhi,43.37,0.0,delivered
4091067,500704170947,Trackon,2026-08-06,3.0,Madhya Pradesh,54.28,0.0,delivered
4091070,34791187071691,ShipRocket,2026-08-06,0.03,Maharashtra,29.5,0.0,pending
4091072,77111881663,BlueDart,2026-08-06,0.16,Maharashtra,34.69,0.0,delivered
4091075,500704171100,Trackon,2026-08-06,3.0,Bihar,54.28,0.0,in_transit
4091078,77111881685,BlueDart,2026-08-06,0.5,West Bengal,34.69,0.0,in_transit
4091081,77111881696,BlueDart,2026-08-06,0.25,Telangana,34.69,0.0,delivered
4091084,500704170713,Trackon,2026-08-06,3.0,Telangana,54.28,0.0,in_transit
4091086,77111881700,BlueDart,2026-08-06,1.5,Uttar Pradesh,47.08,0.0,delivered
4091089,34791187071746,ShipRocket,2026-08-06,0.03,Maharashtra,29.5,0.0,in_transit
4091092,34791187071783,ShipRocket,2026-08-06,0.09,Maharashtra,29.5,0.0,pending
4091095,DBTP0000027650,Ekart Logistics,2026-08-06,1.0,Karnataka,37.76,0.0,pending
4091098,34791187071735,ShipRocket,2026-08-06,0.25,Karnataka,29.5,0.0,in_transit
4091101,7D135997026,DTDC,2026-08-06,3.0,Delhi,79.06,0.0,in_transit
4091104,DBTP0000027652,Ekart Logistics,2026-08-06,1.0,Telangana,37.76,0.0,pending
4091107,DBLP0000033483,Ekart Logistics,2026-08-06,4.0,West Bengal,79.06,0.0,in_transit
4091110,DBTP0000027653,Ekart Logistics,2026-08-06,1.0,West Bengal,37.76,0.0,in_transit
4091113,34791187071794,ShipRocket,2026-08-06,0.06,Maharashtra,29.5,0.0,delivered
4091116,77111883096,BlueDart,2026-08-06,0.5,Uttarakhand,34.69,0.0,delivered
4091119,77111883100,BlueDart,2026-08-06,0.25,Madhya Pradesh,34.69,0.0,delivered
4091122,7D135996917,DTDC,2026-08-06,2.0,West Bengal,66.08,0.0,in_transit
4091125,500704170758,Trackon,2026-08-06,3.0,Rajasthan,54.28,0.0,delivered
4091128,DBLP0000033485,Ekart Logistics,2026-08-06,11.0,West Bengal,202.96,0.0,in_transit
4091131,500704170965,Trackon,2026-08-06,3.0,Gujarat,44.84,0.0,delivered
4091134,DBTP0000027660,Ekart Logistics,2026-08-06,1.0,Tamil Nadu,37.76,0.0,in_transit
4091137,77111874873,BlueDart,2026-08-06,2.0,Karnataka,64.43,0.0,delivered
4091140,DBLP0000033423,Ekart Logistics,2026-08-06,7.0,Maharashtra,132.16,0.0,delivered
4091143,DBTP0000027593,Ekart Logistics,2026-08-06,1.0,Maharashtra,37.76,0.0,in_transit
4091146,7D135996834,DTDC,2026-08-06,2.0,Uttarakhand,66.08,0.0,in_transit
4091149,DBLP0000033425,Ekart Logistics,2026-08-06,4.0,Uttar Pradesh,79.06,0.0,in_transit
4091152,7D135996837,DTDC,2026-08-06,2.0,Uttarakhand,66.08,0.0,in_transit
4091155,26022370056454,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4091158,DBTP0000027595,Ekart Logistics,2026-08-06,1.0,Punjab,37.76,0.0,pending
4091161,DBLP0000033427,Ekart Logistics,2026-08-06,4.0,Karnataka,79.06,0.0,in_transit
4091164,77111875024,BlueDart,2026-08-06,0.11,Goa,34.69,0.0,delivered
4091167,500623283123,Trackon,2026-08-06,0.5,Maharashtra,31.86,0.0,delivered
4091170,26022370056464,Shree Maruti,2026-08-06,1.0,Gujarat,23.6,0.0,in_transit
4091173,500704170974,Trackon,2026-08-06,3.0,Maharashtra,54.28,0.0,delivered
4091176,DBTP0000027607,Ekart Logistics,2026-08-06,0.5,Delhi,37.76,0.0,delivered
4091179,77111876100,BlueDart,2026-08-06,0.5,Uttarakhand,34.69,0.0,in_transit
4091182,DBLP0000033445,Ekart Logistics,2026-08-06,5.0,Tamil Nadu,96.76,0.0,in_transit
4091185,7D135996862,DTDC,2026-08-06,0.5,Goa,29.5,0.0,pending
4091188,77111876155,BlueDart,2026-08-06,0.1,Delhi,34.69,0.0,pending
4091191,DBTP0000027609,Ekart Logistics,2026-08-06,1.0,Punjab,37.76,0.0,delivered
4091194,77111876214,BlueDart,2026-08-06,0.02,Maharashtra,34.69,0.0,pending
4091197,500704170605,Trackon,2026-08-06,3.0,Gujarat,44.84,0.0,delivered
4091200,77111876236,BlueDart,2026-08-06,0.5,Uttar Pradesh,34.69,0.0,delivered
4091203,77111877931,BlueDart,2026-08-06,0.25,Karnataka,34.69,0.0,delivered
4091206,77111877964,BlueDart,2026-08-06,0.18,Uttar Pradesh,34.69,0.0,in_transit
4091209,77111877986,BlueDart,2026-08-06,0.25,Uttar Pradesh,34.69,0.0,pending
4091212,26022370056477,Shree Maruti,2026-08-06,0.01,Gujarat,23.6,0.0,in_transit
4091215,77111878023,BlueDart,2026-08-06,0.08,Andhra Pradesh,34.69,0.0,delivered
4091218,500704171316,Trackon,2026-08-06,3.0,Kerala,54.28,0.0,in_transit
4091221,77111916210,BlueDart,2026-08-06,0.19,Punjab,34.69,0.0,delivered
4091224,77111917341,BlueDart,2026-08-06,2.0,Telangana,64.43,0.0,pending
4091227,77111917363,BlueDart,2026-08-06,0.25,Maharashtra,34.69,0.0,delivered
4091230,26022370056538,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4091233,77111917433,BlueDart,2026-08-06,0.18,Punjab,34.69,0.0,pending
4091236,77111917470,BlueDart,2026-08-06,0.18,Maharashtra,34.69,0.0,delivered
4091239,77111917492,BlueDart,2026-08-06,1.0,Karnataka,43.37,0.0,pending
4091243,7D135996936,DTDC,2026-08-06,1.0,Andhra Pradesh,51.92,0.0,delivered
4091247,77111917525,BlueDart,2026-08-06,0.5,Madhya Pradesh,34.69,0.0,delivered
4091251,77111917536,BlueDart,2026-08-06,0.5,Karnataka,34.69,0.0,delivered
4091255,77111917573,BlueDart,2026-08-06,0.02,Maharashtra,34.69,0.0,delivered
4091259,7D135996939,DTDC,2026-08-06,1.0,Haryana,51.92,0.0,pending
4091263,77111917595,BlueDart,2026-08-06,0.25,Maharashtra,34.69,0.0,delivered
4091267,34791187075051,ShipRocket,2026-08-06,0.08,Delhi,29.5,0.0,in_transit
4091271,77111917702,BlueDart,2026-08-06,0.25,Kerala,34.69,0.0,delivered
4091275,77111919146,BlueDart,2026-08-06,0.25,Tamil Nadu,34.69,0.0,delivered
4091279,34791187075191,ShipRocket,2026-08-06,0.17,Madhya Pradesh,29.5,0.0,delivered
4091283,77111919205,BlueDart,2026-08-06,0.07,Karnataka,34.69,0.0,delivered
4091287,500704170803,Trackon,2026-08-06,3.0,Kerala,54.28,0.0,pending
4091291,34791187075235,ShipRocket,2026-08-06,0.03,Telangana,29.5,0.0,delivered
4091295,7D135996946,DTDC,2026-08-06,1.0,Tamil Nadu,51.92,0.0,in_transit
4091299,500704170812,Trackon,2026-08-06,3.0,Maharashtra,54.28,0.0,discrepancy
4091303,DBTP0000027682,Ekart Logistics,2026-08-06,1.5,Assam,37.76,0.0,in_transit
4091307,31150410372680,Delhivery,2026-08-06,1.0,Punjab,84.96,0.0,in_transit
4091311,26022370056558,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4091315,DBLP0000033537,Ekart Logistics,2026-08-06,5.0,Maharashtra,96.76,0.0,pending
4091319,34791187075740,ShipRocket,2026-08-06,0.25,Madhya Pradesh,29.5,0.0,delivered
4091323,77111920491,BlueDart,2026-08-06,0.25,Jharkhand,34.69,0.0,delivered
4091327,34791187075832,ShipRocket,2026-08-06,0.06,Madhya Pradesh,29.5,0.0,delivered
4091331,26022370056560,Shree Maruti,2026-08-06,0.16,Gujarat,23.6,0.0,delivered
4091335,34791187075854,ShipRocket,2026-08-06,0.25,Kerala,29.5,0.0,pending
4091339,500704170821,Trackon,2026-08-06,3.0,Rajasthan,54.28,0.0,delivered
4091343,77111921972,BlueDart,2026-08-06,0.03,Tamil Nadu,34.69,0.0,pending
4091347,77111922042,BlueDart,2026-08-06,0.24,Telangana,34.69,0.0,delivered
4091351,77111922075,BlueDart,2026-08-06,0.25,Telangana,34.69,0.0,delivered
4091355,77111922123,BlueDart,2026-08-06,0.13,Tamil Nadu,34.69,0.0,in_transit
4091359,77111922134,BlueDart,2026-08-06,0.12,Tamil Nadu,34.69,0.0,delivered
4091363,DBLP0000033555,Ekart Logistics,2026-08-06,5.0,West Bengal,96.76,0.0,in_transit
4091367,77111922171,BlueDart,2026-08-06,0.22,Uttarakhand,34.69,0.0,delivered
4091371,77111922182,BlueDart,2026-08-06,0.19,Telangana,34.69,0.0,delivered
4091375,77111922204,BlueDart,2026-08-06,0.17,Telangana,34.69,0.0,in_transit
4091379,77111922226,BlueDart,2026-08-06,2.0,Uttar Pradesh,64.43,0.0,delivered
4091949,7D132218114,DTDC,2026-08-06,0.21,Maharashtra,29.5,0.0,delivered
4091386,77111922403,BlueDart,2026-08-06,1.0,Karnataka,43.37,0.0,delivered
4091390,77111922451,BlueDart,2026-08-06,0.25,Odisha,34.69,0.0,pending
4091596,77111920771,BlueDart,2026-08-06,1.0,Maharashtra,43.37,0.0,in_transit
4091397,77111916276,BlueDart,2026-08-06,0.5,Tamil Nadu,34.69,0.0,in_transit
4091401,77111916291,BlueDart,2026-08-06,0.5,Tamil Nadu,34.69,0.0,delivered
4091405,7D135996922,DTDC,2026-08-06,1.0,Uttar Pradesh,51.92,0.0,in_transit
4091409,77111916346,BlueDart,2026-08-06,0.5,Karnataka,34.69,0.0,delivered
4091413,77111916394,BlueDart,2026-08-06,0.25,West Bengal,34.69,0.0,in_transit
4091417,77111916420,BlueDart,2026-08-06,0.25,Maharashtra,34.69,0.0,delivered
4091421,7D135996924,DTDC,2026-08-06,2.0,Uttar Pradesh,66.08,0.0,in_transit
4091425,77111916501,BlueDart,2026-08-06,0.5,Telangana,34.69,0.0,delivered
4091429,77111916560,BlueDart,2026-08-06,0.25,Tamil Nadu,34.69,0.0,delivered
4091433,26022370056534,Shree Maruti,2026-08-06,0.15,Gujarat,23.6,0.0,delivered
4091437,77111916604,BlueDart,2026-08-06,0.11,Maharashtra,34.69,0.0,delivered
4091441,DBTP0000027664,Ekart Logistics,2026-08-06,1.5,Karnataka,37.76,0.0,pending
4091445,DBLP0000033497,Ekart Logistics,2026-08-06,6.0,Bihar,114.46,0.0,in_transit
4091449,DBLP0000033499,Ekart Logistics,2026-08-06,10.0,Karnataka,185.26,0.0,delivered
4091453,7D135996926,DTDC,2026-08-06,2.0,Andhra Pradesh,66.08,0.0,in_transit
4091457,DBLP0000033503,Ekart Logistics,2026-08-06,5.0,Rajasthan,96.76,0.0,pending
4091461,DBLP0000033505,Ekart Logistics,2026-08-06,6.0,Uttarakhand,114.46,0.0,pending
4091465,77111916781,BlueDart,2026-08-06,0.22,Uttar Pradesh,34.69,0.0,delivered
4091469,7D135997032,DTDC,2026-08-06,1.0,Chhattisgarh,51.92,0.0,in_transit
4091473,77111916840,BlueDart,2026-08-06,0.16,Telangana,34.69,0.0,discrepancy
4091477,77111917713,BlueDart,2026-08-06,0.09,Telangana,34.69,0.0,delivered
4091481,77111917746,BlueDart,2026-08-06,2.0,Karnataka,64.43,0.0,delivered
4091485,26022370056541,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,pending
4091489,31150310670224,Delhivery,2026-08-06,0.5,Chhattisgarh,36.58,0.0,in_transit
4091493,DBLP0000033515,Ekart Logistics,2026-08-06,8.0,Karnataka,149.86,0.0,delivered
4091497,26022370056543,Shree Maruti,2026-08-06,0.11,Gujarat,23.6,0.0,delivered
4091501,77111917912,BlueDart,2026-08-06,0.16,Maharashtra,34.69,0.0,delivered
4091597,DBLP0000033561,Ekart Logistics,2026-08-06,10.0,Tamil Nadu,185.26,0.0,in_transit
4091508,7D135996940,DTDC,2026-08-06,1.5,Tamil Nadu,66.08,0.0,in_transit
4091512,DBLP0000033517,Ekart Logistics,2026-08-06,5.0,Maharashtra,96.76,0.0,delivered
4091516,DBLP0000033519,Ekart Logistics,2026-08-06,4.0,Uttarakhand,79.06,0.0,in_transit
4091520,34791187075121,ShipRocket,2026-08-06,0.18,Bihar,29.5,0.0,delivered
4091524,500704170794,Trackon,2026-08-06,6.0,Gujarat,87.32,0.0,delivered
4091528,77111919334,BlueDart,2026-08-06,1.5,Karnataka,47.08,0.0,delivered
4091532,DBTP0000027685,Ekart Logistics,2026-08-06,1.0,Telangana,37.76,0.0,in_transit
4091536,77111919371,BlueDart,2026-08-06,0.25,Bihar,34.69,0.0,delivered
4091540,77111919382,BlueDart,2026-08-06,0.25,Tamil Nadu,34.69,0.0,delivered
4091544,31150310670246,Delhivery,2026-08-06,0.5,Haryana,36.58,0.0,in_transit
4091548,26022370056551,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4091552,26022370056552,Shree Maruti,2026-08-06,0.2,Gujarat,23.6,0.0,delivered
4091556,26022370056553,Shree Maruti,2026-08-06,0.07,Gujarat,23.6,0.0,delivered
4091560,DBTP0000027688,Ekart Logistics,2026-08-06,1.0,Tamil Nadu,37.76,0.0,in_transit
4091564,77111920583,BlueDart,2026-08-06,1.0,Haryana,43.37,0.0,delivered
4091568,DBTP0000027694,Ekart Logistics,2026-08-06,1.0,Tamil Nadu,37.76,0.0,in_transit
4091572,77111920605,BlueDart,2026-08-06,0.25,Telangana,34.69,0.0,delivered
4091576,DBLP0000033539,Ekart Logistics,2026-08-06,6.0,Andhra Pradesh,114.46,0.0,in_transit
4091580,26022370056564,Shree Maruti,2026-08-06,0.5,Gujarat,23.6,0.0,delivered
4091584,77111920675,BlueDart,2026-08-06,0.04,Uttar Pradesh,34.69,0.0,delivered
4091588,DBTP0000027697,Ekart Logistics,2026-08-06,1.5,Rajasthan,37.76,0.0,pending
4091592,77111920712,BlueDart,2026-08-06,0.25,Uttar Pradesh,34.69,0.0,delivered
4090717,77111877382,BlueDart,2026-08-06,0.5,Bihar,34.69,0.0,pending
4090721,7D135996844,DTDC,2026-08-06,1.5,Puducherry,66.08,0.0,in_transit
4091914,7D132218092,DTDC,2026-08-06,0.18,Meghalaya,29.5,0.0,in_transit
4090728,26022370056472,Shree Maruti,2026-08-06,0.25,Gujarat,23.6,0.0,delivered
4090732,77111879121,BlueDart,2026-08-06,0.25,Kerala,34.69,0.0,discrepancy
4090736,7D135996879,DTDC,2026-08-06,1.0,Maharashtra,51.92,0.0,delivered
4090740,77111879165,BlueDart,2026-08-06,0.5,Uttar Pradesh,34.69,0.0,delivered
4090744,77111879202,BlueDart,2026-08-06,1.0,Delhi,43.37,0.0,discrepancy
4090748,34791187071396,ShipRocket,2026-08-06,0.11,Madhya Pradesh,29.5,0.0,delivered
4090752,34791187071411,ShipRocket,2026-08-06,0.1,Kerala,29.5,0.0,pending
4090756,31150310670191,Delhivery,2026-08-06,0.5,Uttar Pradesh,36.58,0.0,pending
4090760,77111879305,BlueDart,2026-08-06,0.1,Bihar,34.69,0.0,pending
4090764,26022370056492,Shree Maruti,2026-08-06,0.5,Gujarat,23.6,0.0,delivered
4090768,26022370056497,Shree Maruti,2026-08-06,0.1,Gujarat,23.6,0.0,delivered
4090776,7D135996867,DTDC,2026-08-06,2.0,Andhra Pradesh,66.08,0.0,in_transit
4090772,77111879924,BlueDart,2026-08-06,0.25,Gujarat,34.69,0.0,delivered
4090780,77111879972,BlueDart,2026-08-06,0.06,Telangana,34.69,0.0,delivered
4090784,7D135996869,DTDC,2026-08-06,1.5,Telangana,66.08,0.0,delivered
4090788,500704171082,Trackon,2026-08-06,3.0,Haryana,54.28,0.0,in_transit
4090792,34791187071595,ShipRocket,2026-08-06,0.06,Kerala,29.5,0.0,in_transit
4090796,77111880064,BlueDart,2026-08-06,0.25,Punjab,34.69,0.0,pending
4090800,77112001072,BlueDart,2026-08-06,5.0,Maharashtra,99.12,0.0,discrepancy
4090804,77111880112,BlueDart,2026-08-06,0.5,Kerala,34.69,0.0,delivered
4090808,77111881431,BlueDart,2026-08-06,0.5,Punjab,34.69,0.0,in_transit
4090812,77111881442,BlueDart,2026-08-06,1.5,Haryana,47.08,0.0,in_transit
4090816,500704170911,Trackon,2026-08-06,3.0,Haryana,54.28,0.0,delivered
4090820,77111881464,BlueDart,2026-08-06,0.25,West Bengal,34.69,0.0,delivered
4090824,7D135996896,DTDC,2026-08-06,0.5,Odisha,29.5,0.0,in_transit
4090827,77111881501,BlueDart,2026-08-06,0.07,Andhra Pradesh,34.69,0.0,pending
4090831,34791187071676,ShipRocket,2026-08-06,0.12,Kerala,29.5,0.0,in_transit
4090835,77111881571,BlueDart,2026-08-06,0.25,Haryana,34.69,0.0,delivered
4090838,77111881593,BlueDart,2026-08-06,0.14,Karnataka,34.69,0.0,delivered
4090841,77111882890,BlueDart,2026-08-06,0.5,Kerala,34.69,0.0,in_transit
4090844,7D135996910,DTDC,2026-08-06,0.5,Maharashtra,29.5,0.0,pending
4090847,77111882912,BlueDart,2026-08-06,2.0,Telangana,64.43,0.0,delivered
4090850,77111882934,BlueDart,2026-08-06,0.03,Telangana,34.69,0.0,pending
4090853,7D135996911,DTDC,2026-08-06,0.5,Andhra Pradesh,29.5,0.0,in_transit
4090856,31150410372632,Delhivery,2026-08-06,2.0,Assam,84.96,0.0,in_transit
4090859,77111882982,BlueDart,2026-08-06,0.05,Haryana,34.69,0.0,delivered
4090862,26022370056525,Shree Maruti,2026-08-06,0.11,Gujarat,23.6,0.0,pending
4090865,7D135996913,DTDC,2026-08-06,2.0,Maharashtra,66.08,0.0,in_transit
4090868,DBTP0000027648,Ekart Logistics,2026-08-06,1.5,Karnataka,37.76,0.0,in_transit
4090871,26022370056527,Shree Maruti,2026-08-06,0.17,Gujarat,23.6,0.0,delivered
4090874,77111884080,BlueDart,2026-08-06,0.25,Andhra Pradesh,34.69,0.0,pending
4090877,77111884102,BlueDart,2026-08-06,0.06,Maharashtra,34.69,0.0,delivered
4090880,77111874593,BlueDart,2026-08-06,0.2,Tamil Nadu,34.69,0.0,delivered
4090883,77111874604,BlueDart,2026-08-06,0.07,Andhra Pradesh,34.69,0.0,delivered
4090886,7D135996833,DTDC,2026-08-06,0.5,Kerala,29.5,0.0,in_transit
4090889,77111874652,BlueDart,2026-08-06,0.25,Delhi,34.69,0.0,delivered
4090892,77111874685,BlueDart,2026-08-06,0.5,Maharashtra,34.69,0.0,delivered
4090895,77111874700,BlueDart,2026-08-06,0.25,West Bengal,34.69,0.0,in_transit
4090898,DBTP0000027589,Ekart Logistics,2026-08-06,1.0,Uttar Pradesh,37.76,0.0,delivered
4090901,DBTP0000027590,Ekart Logistics,2026-08-06,1.5,Punjab,37.76,0.0,delivered
4090904,77111874770,BlueDart,2026-08-06,0.04,Delhi,34.69,0.0,delivered
4090907,500623283330,Trackon,2026-08-06,0.5,Kerala,31.86,0.0,delivered
4090910,77111874851,BlueDart,2026-08-06,0.25,Chhattisgarh,34.69,0.0,delivered
4090913,77111875853,BlueDart,2026-08-06,0.5,Uttarakhand,34.69,0.0,delivered
4090916,DBLP0000033441,Ekart Logistics,2026-08-06,7.0,Tamil Nadu,132.16,0.0,in_transit
4090919,500623283276,Trackon,2026-08-06,0.5,Karnataka,31.86,0.0,delivered
4090922,26022370056459,Shree Maruti,2026-08-06,0.03,Gujarat,23.6,0.0,delivered
4090925,77111875901,BlueDart,2026-08-06,1.0,Maharashtra,43.37,0.0,delivered
4090928,77111875934,BlueDart,2026-08-06,0.08,Maharashtra,34.69,0.0,pending
4090931,77111875956,BlueDart,2026-08-06,0.12,Kerala,34.69,0.0,delivered
4090934,31150310670180,Delhivery,2026-08-06,0.25,Gujarat,36.58,0.0,delivered
4090937,26022370056462,Shree Maruti,2026-08-06,0.06,Gujarat,23.6,0.0,delivered
4090940,77111876004,BlueDart,2026-08-06,0.12,Maharashtra,34.69,0.0,in_transit
4090943,77111876026,BlueDart,2026-08-06,0.04,Haryana,34.69,0.0,delivered
4090946,77111876052,BlueDart,2026-08-06,0.25,Andhra Pradesh,34.69,0.0,delivered
4090949,7D135996849,DTDC,2026-08-06,2.0,Telangana,66.08,0.0,pending
4090952,77111877496,BlueDart,2026-08-06,0.13,Punjab,34.69,0.0,in_transit
4090955,7D135996852,DTDC,2026-08-06,0.5,Andhra Pradesh,29.5,0.0,in_transit
4090957,77111877566,BlueDart,2026-08-06,0.04,Andhra Pradesh,34.69,0.0,in_transit
4090960,DBTP0000027599,Ekart Logistics,2026-08-06,1.0,Madhya Pradesh,37.76,0.0,in_transit
4090963,77111877706,BlueDart,2026-08-06,0.5,Telangana,34.69,0.0,delivered
4090966,77111877802,BlueDart,2026-08-06,0.16,Himachal Pradesh,34.69,0.0,delivered
4090969,7D135996853,DTDC,2026-08-06,2.0,Telangana,66.08,0.0,delivered
4090972,26022370056475,Shree Maruti,2026-08-06,0.08,Gujarat,23.6,0.0,pending
4090975,77111877846,BlueDart,2026-08-06,0.03,Kerala,34.69,0.0,in_transit
4090978,34791187071400,ShipRocket,2026-08-06,0.03,Haryana,29.5,0.0,in_transit
4090981,7D135996855,DTDC,2026-08-06,0.5,Tamil Nadu,29.5,0.0,in_transit
4090984,DBLP0000033443,Ekart Logistics,2026-08-06,4.0,Rajasthan,79.06,0.0,in_transit
4090987,500623283168,Trackon,2026-08-06,0.5,Tamil Nadu,31.86,0.0,delivered
4090990,DBTP0000027617,Ekart Logistics,2026-08-06,1.0,Jharkhand,37.76,0.0,in_transit
4090993,34791187071525,ShipRocket,2026-08-06,0.02,Kerala,29.5,0.0,in_transit
4090996,77111879390,BlueDart,2026-08-06,0.14,Tamil Nadu,34.69,0.0,delivered
4090999,77111879401,BlueDart,2026-08-06,0.02,Andhra Pradesh,34.69,0.0,in_transit
4091002,7D135996885,DTDC,2026-08-06,1.0,Tamil Nadu,51.92,0.0,in_transit
4091005,77111879423,BlueDart,2026-08-06,0.25,Tamil Nadu,34.69,0.0,delivered
4091008,7D135996887,DTDC,2026-08-06,2.0,Telangana,66.08,0.0,delivered
4091011,500704170623,Trackon,2026-08-06,3.0,Jammu and Kashmir,64.9,0.0,in_transit
4091014,77111879456,BlueDart,2026-08-06,0.5,Telangana,34.69,0.0,discrepancy
4091017,77111879460,BlueDart,2026-08-06,0.5,Tamil Nadu,34.69,0.0,delivered
4091020,77111879471,BlueDart,2026-08-06,0.25,Odisha,34.69,0.0,in_transit
